	GSM1539186	GSM1539187	GSM1539188	GSM1539189	GSM1539190	GSM1539191	GSM1539192	GSM1539193	GSM1539194	GSM1539195	GSM1539196	GSM1539197	GSM1539198	GSM1539199	GSM1539200	GSM1539201	GSM1539202	GSM1539203	GSM1539204	GSM1539205	GSM1539206	GSM1539207	GSM1539208	GSM1539209	GSM1539210	GSM1539211	GSM1539212	GSM1539213	GSM1539214	GSM1539215	GSM1539216	GSM1539217	GSM1539218	GSM1539219	GSM1539220	GSM1539221	GSM1539222	GSM1539223	GSM1539224	GSM1539225	GSM1539226	GSM1539227	GSM1539228	GSM1539229	GSM1539230	GSM1539231	GSM1539232	GSM1539233	GSM1539234	GSM1539235	GSM1539236	GSM1539237	GSM1539238	GSM1539239	GSM1539240	GSM1539241	GSM1539242	GSM1539243	GSM1539244	GSM1539245	GSM1539246	GSM1539247	GSM1539248	GSM1539249	GSM1539250	GSM1539251	GSM1539252	GSM1539253	GSM1539254	GSM1539255	GSM1539256	GSM1539257	GSM1539258	GSM1539259	GSM1539260	GSM1539261	GSM1539262	GSM1539263	GSM1539264	GSM1539265	GSM1539266	GSM1539267	GSM1539268	GSM1539269	GSM1539270	GSM1539271	GSM1539272	GSM1539273	GSM1539274	GSM1539275	GSM1539276	GSM1539277	GSM1539278	GSM1539279	GSM1539280	GSM1539281	GSM1539282	GSM1539283	GSM1539284	GSM1539285	GSM1539286	GSM1539287	GSM1539288	GSM1539289	GSM1539290	GSM1539291	GSM1539292	GSM1539293	GSM1539294	GSM1539295	GSM1539296	GSM1539297	GSM1539298	GSM1539299	GSM1539300	GSM1539301	GSM1539302	GSM1539303	GSM1539304	GSM1539305	GSM1539306	GSM1539307	GSM1539308	GSM1539309	GSM1539310	GSM1539311	GSM1539312	GSM1539313	GSM1539314	GSM1539315	GSM1539316	GSM1539317	GSM1539318	GSM1539319	GSM1539320	GSM1539321	GSM1539322	GSM1539323	GSM1539324	GSM1539325	GSM1539326	GSM1539327	GSM1539328	GSM1539329	GSM1539330	GSM1539080	GSM1539081	GSM1539082	GSM1539083	GSM1539084	GSM1539085	GSM1539086	GSM1539087	GSM1539088	GSM1539089	GSM1539090	GSM1539091	GSM1539092	GSM1539093	GSM1539094	GSM1539095	GSM1539096	GSM1539097	GSM1539098	GSM1539099	GSM1539100	GSM1539101	GSM1539102	GSM1539103	GSM1539104	GSM1539105	GSM1539106	GSM1539107	GSM1539108	GSM1539109	GSM1539110	GSM1539111	GSM1539112	GSM1539113	GSM1539114	GSM1539115	GSM1539116	GSM1539117	GSM1539118	GSM1539368	GSM1539369	GSM1539370	GSM1539371	GSM1539372	GSM1539373	GSM1539374	GSM1539375	GSM1539376	GSM1539377	GSM1539378	GSM1539379	GSM1539380	GSM1539381	GSM1539382	GSM1539383	GSM1539384	GSM1539385	GSM1539386	GSM1539387	GSM1539388	GSM1539389	GSM1539390	GSM1539391	GSM1539392	GSM1539393	GSM1539394	GSM1539395	GSM1539396	GSM1539397	GSM1539398	GSM1539399	GSM1539400	GSM1539401	GSM1539402	GSM1539403	GSM1539404	GSM1539405	GSM1539406	GSM1539407	GSM1539408
AATF	9.90981906102506	9.85941807502672	9.66708500856689	9.62494981631552	9.9090748496783	9.74106700650556	9.4792075380072	9.81910602756596	9.59341014756171	9.4702662523771	9.81243566209688	9.73582257822106	9.71936608587716	8.97043767195278	9.85316776045291	9.90178100009196	9.67307137635051	9.50347258026727	9.83995188154924	9.81172878431785	9.56728507667315	9.53891959455653	9.773657783988	9.69853653311854	9.35841101711477	9.69228515614023	9.58784134258624	9.63937334115751	9.60846972460776	9.50024986246162	9.27087706264874	9.89603577521883	9.53679989801929	9.00560792399481	9.6792593244517	9.51899859882556	9.35244617318708	9.07325029615203	10.0790075076788	9.86632959849331	9.37947686257423	9.59291881451614	9.76707480551389	9.49915375666556	9.81780768909083	10.2491991487985	9.82328079160168	9.60263490600084	9.73209461519113	9.50664003209738	9.57403673017634	9.60846972460776	9.39990232840226	9.92594593636148	9.52607262742845	9.87919466888437	9.4851846859502	9.52767316083043	10.0633162173436	9.08933552691092	9.66049064546518	9.55068549675351	8.93742918640205	9.07483262581443	9.53507899435633	10.1357957089971	9.86423029267621	9.19840006710765	9.25270759531199	9.03567421423155	9.06286845197852	9.97011539493166	9.77894223494947	9.49056626044776	9.58193438437028	9.75012894506982	9.57173006488154	9.97011539493166	9.91054968490411	9.34656505729103	9.76772851757564	9.46873072242061	9.56892065913236	9.74563625234098	9.81713827680449	9.61428632579552	9.83115092450476	9.44889145167103	9.91565555863637	9.81780768909083	10.2019495768443	9.36528821284716	9.96616813168957	9.29019489871752	9.78709699929709	9.76043419411697	9.54562936940371	9.49271094213591	9.63099510737162	9.56782601183995	9.4494294608905	9.68115003105703	9.74235119478325	9.84282311434069	9.67129170736307	9.88788689997412	9.53281613496371	9.45530773009756	9.39990232840226	9.81442280716184	9.68856059542946	9.67804370058373	9.53446761072304	9.5813995223101	9.52301206562633	9.5711597953964	9.56563382437041	9.65618720563473	9.71814963123043	9.78919260341819	9.66889372643827	9.77493506374258	9.35595180959655	9.45742985999577	9.61428632579552	9.7345423610955	9.91858298364355	9.97412630361985	9.80485006306487	9.77106537872818	9.71814963123043	9.81910602756596	10.111429659929	9.90544244641105	10.0691922514749	10.0096389794242	9.82606388014898	10.0823371700462	9.42776167409369	10.0310776964541	9.83254260575708	9.43979965668682	9.89675945508529	10.0222718464916	10.1409461651918	9.66469324458928	10.0447075586973	9.82397294992362	10.2279558469331	9.94960957396507	9.73272654842819	9.98909330317895	9.65926298097754	9.93349872644371	9.97251372439543	9.86286313081547	9.88210059304032	9.77303255425161	9.52354828992675	9.93722305285537	10.3522338984144	9.90321073268102	10.0184383812206	9.71361273460296	9.80275364521374	9.90321073268102	9.40805924705025	9.97730731828903	9.75524899915294	9.61488811016769	9.52607262742845	9.89818314379522	9.88941393437344	9.48027750231665	9.9820088361484	9.78163607500698	9.79397498317489	9.59067341617216	9.14348643836354	9.83254260575708	10.0675242164807	9.64530577550906	9.97332902630881	9.76120124994237	9.43618076366272	9.78571568526426	9.46763526224834	9.72951479393502	9.79464443737948	9.95115259380464	9.54399944751323	9.78637946456404	9.61603200301769	9.759764084802	9.53281613496371	9.7225179705781	9.72644973650236	9.54118208436719	9.67129170736307	9.55455655716586	9.79326609181718	9.63937334115751	10.0269678038566	10.0447075586973	10.0065386331054	9.81172878431785	10.0862923334845	9.87282391989044	10.2139860817633	9.95261685387475	9.95948461764438	9.78098656794769	9.98042584684522	9.69045270218442	9.84409552682623	9.91640880615175	9.82196462368248	9.74106700650556	9.57173006488154	9.77695572127501	9.47704753294497	9.65034049655224	9.62190505943872	10.061691508124	9.89456865741102
ABCF1	9.58211707090968	9.42516080056729	9.07303773763395	9.21985277112075	9.45734757658249	9.10472884264888	9.27285872103962	9.26659794767958	9.53977764854288	9.53664363892815	9.45961490392195	9.41460809607111	9.36125367998444	9.10697375696668	9.34034256358664	9.51593162955687	9.28686242275527	8.69713955033571	9.53360121620852	9.52806229005347	9.16923955820147	8.89524238827373	9.14620636434516	9.34337298967569	9.1946913311031	9.65042422191345	9.27351616081198	9.55725216593599	9.02330197258524	9.46210569516562	8.98174198496941	9.56444596007605	9.26379711176419	8.748414986292	9.55170549276418	9.35010246054329	9.45484749630553	8.91282474330586	9.53234327484721	9.47530882556108	9.4256190652703	9.2309524774412	9.29903529024797	9.41716733022411	9.25050440016565	9.77445381706131	9.41752569714066	9.19563707132629	9.29185984831541	9.2022395612138	9.48025395936856	9.00104386461204	9.02953360688317	9.45147404174121	9.31356870707575	9.51138308917513	9.08395708407221	9.52628721024358	9.57563034798259	8.98353894124391	9.075806569745	9.46448309598355	8.95596270050961	9.01378001623701	9.27758491907707	9.42867297140953	9.36444768063392	8.98702258686076	8.92394571152163	8.91202928282351	8.9154279251342	9.34378176896541	9.54351679179403	9.00361409628677	9.33440465603421	9.32293286402788	9.42917070333917	9.54382275236404	9.51787598121923	9.1368329983602	9.68422470338487	9.2971630002546	9.33360106873253	9.24558088125634	9.48412972211112	8.87707399955113	9.19137377660425	9.36285042876008	9.69721064132185	9.19068261914237	9.43468715323334	9.3308904249098	9.35705366174178	9.42206941697808	9.87438913517825	9.36022674820794	9.44692180847332	9.21650637912929	9.14113715246615	9.26934619253275	9.08810421322674	9.54553559386571	9.24263907882219	9.74750620018921	9.73198874896392	9.28943810435193	9.19555171531175	9.06199612500943	8.73569379292414	9.47769330906936	9.70263753224478	9.16703291188181	9.33496789348718	9.19277953732075	9.0393128718027	9.31518669067707	9.38292383436858	9.60941815546227	9.39084671570628	9.28541697755703	9.03042901198184	9.44091956167847	9.10452235308075	9.09752593403738	9.68703563160172	9.17562628412875	9.68624928065049	9.22314182571283	9.73593007262222	9.27363476254869	9.55219595762365	9.5252813314348	9.18100008957827	9.44001921686858	9.36690588123653	9.405317427975	9.6136863854549	9.57501889058365	9.35389909066185	9.72287229033279	9.85309788405775	9.43238657914707	9.58042548398821	9.2487551567378	9.6713361000294	9.35820149352374	9.58214780750212	9.62319617511479	9.65067824838361	9.63205533726869	9.6537347913973	9.74346427607733	9.42984949535554	9.80524370598041	9.52666410863377	9.43975069289927	9.49610260214817	9.42012337423701	9.29622762493668	9.41421593145328	9.72941479876032	9.68481944994235	9.72215347658032	9.1998278023316	9.53767360678874	9.35497377823122	9.24321606708356	9.70926344037566	9.63178697572715	9.51937425820209	9.48617731583428	9.55540190759098	9.16533658748365	9.43781103284837	9.19417226212975	9.4357391495433	9.7354985907053	9.48529528180513	8.97106484838753	9.50425574073533	9.58745982723676	9.01468176151633	9.27628052100205	9.2562726963545	8.97146883996426	9.46378119826035	9.2236488041786	9.26066394361036	9.50256377716074	9.5886570832794	9.02305561018606	9.38927377602769	9.25433225007131	9.44719061092196	9.23741048980255	9.51807483690933	9.37786002635288	9.08974282171678	9.51343669431567	9.32951286269154	9.3092337583187	9.55552092545886	9.53601351939681	9.41854319694435	9.57647539659237	9.7263637210528	9.52636269832084	9.55881932339782	9.79612055243858	9.31795345280908	9.00834919769552	9.52652488266438	9.41581023705999	9.45249733697011	9.83379597921101	9.46266839697377	9.41634411915303	9.72245573596353	9.17904748825935	9.47822953175186	9.27823410996812	9.63492932579704	9.24584962394128	9.67173740945352	9.30859980744241
ABI1	8.39339383346935	8.46333652732199	8.43245795037761	8.75361825825463	8.90006811484886	8.604294735543	8.65117948405269	8.38742191179559	8.34046505939807	8.64054439434962	8.37821593543963	8.52034971967948	8.79212834460623	8.50298731467406	8.66291201938897	8.42258636442231	8.58410511008113	9.20715276129365	8.58384242242114	8.28169375643646	8.9447652007046	8.5535167792196	8.60704888629805	8.57014833587024	8.54902156116121	8.47130914054753	8.56804193260114	8.28380532528962	8.58332907204459	8.39922354256088	8.98595298186125	8.54183405528606	8.66468012202948	8.81079428174206	8.50199610436422	8.62758113468889	8.86335120774293	8.71922309382881	7.96487145972229	8.63371671450649	8.71126077883992	9.08854715530247	8.59826301061823	8.49251164153863	8.49979912273926	7.96174493868972	8.3878405171497	8.86833760065702	8.44427638187932	8.46457784291791	8.80371743771344	8.75200653913741	8.61823528038247	8.45469223711039	8.41920946142266	8.36180698517528	8.78483813404619	8.6456974019363	8.16023516330351	9.04494456543115	8.84414701090906	8.69958237141797	8.7539682605667	8.89344587165913	8.44817478887633	7.94860051501578	8.75677635845148	9.22687699745076	8.87171784275499	9.14305937695189	9.18502304429753	8.39478709261007	8.64225113947896	8.89344587165913	8.81722205323781	8.63795331710257	8.62676570719658	8.36872164648331	8.58163140425089	8.74763818725825	8.51775278800775	8.83618228857869	8.50578000504962	8.3828200605702	8.48229952069138	8.56697315420255	8.47153424055972	8.3438293841529	8.14721996141351	8.65714765696597	7.91093755955074	8.57748797929297	8.11456199472414	8.09413149431446	8.19545558520994	8.71126077883992	8.42859562648731	8.82255073257591	8.66031408266382	8.77315558656505	9.05889729958105	8.77605218834102	8.76616903014683	8.80432393874142	8.60184380781372	8.39813269744756	8.64973890100863	8.67864934134361	8.82961670235602	8.54315604721817	8.132930993507	8.71401556282884	8.44539826902858	8.68885453167819	8.79177982368183	8.88177757183342	8.3898354656565	8.55220184891793	8.70627725504093	8.83388849337975	8.73097528527978	8.2753345741597	9.00293070166679	9.09496215445513	8.65627786151622	8.72977544594556	8.39813269744756	8.44380698956266	8.44886431346115	8.75677635845148	8.27978274911605	8.04192553637875	8.3350783187402	8.28630054014078	8.17063423019573	8.45562956871042	8.2811066524914	8.15126171356857	8.74832320125364	8.50578000504962	8.44981363180899	8.71675711393074	8.41033308570904	8.56326022716447	8.2254525973221	8.42724559790281	8.22064803270075	8.40721262057881	8.17478722583383	8.42444361234453	8.41897704939525	8.37866457124532	8.29417952383998	8.50124875502925	8.07716706109614	8.42559020261462	8.42060056176601	8.55926755800703	8.49176656454947	8.59608097869385	8.39984032562872	8.30321116036324	8.24284109056986	8.58543049707229	8.82421582179105	8.1776995249462	8.56453928534266	8.04621847575054	8.30712248740983	8.32588990673998	8.4530636479127	8.47566386753243	7.87446692003274	8.43801205131339	7.98270625646011	8.46983607294612	8.31101131222533	8.61464063681288	9.12599680255198	8.37228938079714	7.92941773292343	8.91044413435914	8.46789074397718	8.43918076008333	8.91815483946185	8.40070265470697	8.70359066457014	8.48698195613876	8.45683219977929	8.304397270994	8.66060268763967	8.2645917658868	8.38566449990321	8.42994183088046	9.07288024948535	8.48874518400154	8.38348331504964	8.75548675299061	8.34719151994739	8.54739148535457	8.71156368548782	8.56587025517946	8.53085038195885	8.47876441856886	8.31196764946404	8.68225880022884	8.35008280512097	8.26557393185649	8.50681005249408	8.13096539162612	8.56884834876724	8.58163140425089	8.34190938794805	8.23125855114794	8.79247055598343	8.5758334980822	8.66965757765239	8.33779120175229	8.91852230538553	8.43940348260045	8.81917117550297	8.43986533654405	8.41354518824869	8.56910437781593	8.65003652320808
ABL1	7.81549581788845	7.79374633994838	7.70598486785583	7.78633750181526	7.87800608411444	7.72461598151765	7.65721007949584	7.82553101101132	7.76756038586051	7.78406635195959	7.81259476458696	7.82932143508741	7.74227998789386	7.70411265114559	7.6955229752142	7.82163065759767	7.70095063002024	7.67819918189439	7.81953191369106	7.81219757442696	7.77092165331553	7.63353483358238	7.67952641967153	7.79523853225085	7.7212178770472	7.86430251636935	7.77943492787778	7.8070622366651	7.71860564739413	7.87683386642531	7.74674206028435	7.8616144562437	7.84871927590062	7.65569465708478	7.81103146772045	7.79116855939585	7.88555263245764	7.66091333255492	7.82185145677178	7.81751067496942	7.76563988971609	7.89280534954641	7.81398691090607	7.86955110505013	7.74331048404129	7.87012227157613	7.81337686712871	7.87100690678446	7.82230658335484	7.63160123621645	7.83029797735514	7.75550856642433	7.79002223328023	7.84461038930285	7.81621374463535	7.84185249650102	7.64432971950754	7.76005712828288	7.85687732507154	7.5440526688437	7.71508453507463	7.83351781349851	7.68899387914425	7.63198412100742	7.77947804989723	7.81706287887393	7.71295380355145	7.77738164559571	7.78794458341839	7.64987109685659	7.75661439537351	7.76167420460842	7.74859123045268	7.74086528956556	7.81221405719559	7.8389666303284	7.77154928799441	7.72900631814402	7.83744120949799	7.69956916644132	7.80730229010832	7.74371628783065	7.79921515015926	7.67515610464658	7.78007598244117	7.70572407119916	7.78542512195638	7.66253432260582	7.79383614221699	7.71734959828956	7.84045979627326	7.87419884360757	7.76705250166903	7.86164252401764	7.73366096967214	7.82306526409417	7.84078460796721	7.85628600615569	7.7453739130476	7.77066582200877	7.63413830982763	7.7896072699968	7.70401409900624	7.79928169409642	7.7185930261334	7.82162111934846	7.80032953726225	7.77084436372767	7.65470307575625	7.79450043321296	7.9349395132676	7.72476623110728	7.82227990538164	7.84601675769709	7.77905413871163	7.71877202027302	7.80233218112531	7.7971555128956	7.77975616304906	7.76481631439503	7.69099704842265	7.76654674143968	7.73667847033757	7.6887749616002	7.91787209035938	7.77240709982024	7.81108278024039	7.792716991814	7.87170473191173	7.76224179860475	7.86866861681144	7.89027391548245	7.62138731835844	7.80693174516623	7.7920179903786	7.78523240602036	7.82316065886454	7.83074470145126	7.76910661983224	7.77970701510279	7.87763733852232	7.79011194220454	7.8865294250019	7.79671757045281	7.84756654046186	7.83916002186065	7.84263906278682	7.76454542193161	7.83377648031223	7.83846096100137	7.82318921904515	7.81780924987092	7.88539420875579	7.8109927289798	7.87337981864067	7.74039843043024	7.82728619836234	7.6946326602969	7.63965199152258	7.69965338241797	7.86774264261946	7.82593441212623	7.72104519560148	7.83779593845006	7.87714278386774	7.85543664836641	7.74450510077234	7.88935377194524	7.79458747546793	7.84908120029248	7.79005512904963	7.87439387876412	7.76437108232671	7.85970837518303	7.74752706121737	7.77291434535373	7.87655645639386	7.75612190406918	7.63867241654871	7.81590091910174	7.75511622534584	7.7796823394693	7.72213436369597	7.83062777615345	7.70162791377383	7.83228641974944	7.78546055133038	7.81673594351538	7.88024816330515	7.8338098627136	7.73819569133294	7.79367743710728	7.82470693943393	7.87235824287075	7.7896671545932	7.81482951739205	7.79352526893573	7.78431126334612	7.79396898741751	7.80788309855032	7.71467007607786	7.9124535186279	7.8877689179216	7.89482567070041	7.81994595153	7.8310682555524	7.74810623705172	8.05711293857693	7.87795199852014	7.77207918108178	7.70175047158955	7.77364883454878	7.78141448794612	7.8579213942685	7.84350042246485	7.82218999081682	7.91730839170173	7.9710364338957	7.85107490942165	7.84195887476606	7.77692341586374	7.85561104861416	7.80945643873755	7.90212948868671	7.84456401719926
ACD	8.84613064820432	8.78451746282268	8.446121647442	8.53757034144096	8.81686492083238	8.38742191179559	8.62703640970336	8.69445394249823	8.73465082155342	8.39748402041926	8.45730130210661	8.6872999160565	8.38262108151371	8.1378740347634	8.69176094479442	8.85888096369818	8.36680339021425	8.42302298441217	8.44863011167678	8.40900606745909	8.48254630375271	8.36721461588488	8.50931683504624	8.59048201314075	8.61850415048183	8.88040063941417	8.20271131346105	8.75742025777843	8.31596026791268	8.87834667618535	8.03381669477096	8.60345828496873	8.51085779573456	8.32307021223857	8.60846897975925	8.72170927381461	8.47344343939159	8.13770532090481	8.71522015864208	8.55714593845188	8.46983607294612	8.4681291837004	8.41670716599366	8.47755551519167	8.44148375714532	8.83324353021572	8.55768310382119	8.27196466081523	8.41193854757433	8.25472049476153	8.45257027600861	8.29378893029515	8.47007858805665	8.6960164946718	8.54156935749735	8.59308845799177	8.27957229651172	8.49277269377234	8.73314322584088	8.18466500225899	8.33882352128664	8.67024127304196	8.04872516798834	8.22311369345739	8.41528961938367	8.77413051682947	8.54446087151864	8.19090816464348	8.24196786060764	8.16721116158495	8.34046505939807	8.78956915589045	8.56861605316312	8.38174586557025	8.52981125607532	8.57014833587024	8.15080171355853	8.89087387240101	8.82117396271302	8.58081752877962	8.62022775951452	8.41944583296147	8.50027108553502	8.52572163594187	8.48874518400154	8.45052187498652	8.60959817338168	8.21527742972034	8.81015422154453	8.446121647442	8.77248975927806	8.22364764191003	8.84381170020051	8.57610093244138	8.82759739861054	8.55273539602752	8.75582764947035	8.423247902247	8.38394731267405	8.58109827372125	8.45257027600861	8.45631370690525	8.489009094353	8.78326419962086	8.18729077082414	8.49123385877359	8.51111490601133	8.41790519537631	8.28361123411257	8.61159648897282	8.51136377705569	8.35794453289151	8.38940626625285	8.24505871141506	8.22721351776609	8.2645917658868	8.69000786522223	8.54982735465217	8.58192286457141	8.61018946605454	8.62108627388116	8.62975770674735	8.26725257653862	8.32977617399732	8.5075556127355	8.49327207087984	8.71066527134401	8.60043136243848	8.41790519537631	8.64113242748859	8.39207564920644	8.82522924980357	8.6600230318927	8.8616641989514	8.69087441958247	8.72575138812574	8.83555698702619	9.04456288649875	8.44193543137352	8.717048419972	8.579428273299	8.45801332504772	8.71798040670613	8.5182872361257	8.63114349808078	8.64482173744504	8.8672855025429	8.49601341860472	8.8647443863718	8.80952179892181	8.56168192198535	8.90897493059072	8.81592172568133	8.69898254993361	8.66468012202948	8.61938998757499	8.47105283282941	8.4426533345545	8.43824392684355	8.54877474893537	8.80725145834505	8.63030526018604	8.58081752877962	8.66669345504829	8.47543269281264	8.74660572472215	8.68194591184451	8.76712425986924	8.69176094479442	8.63850994558055	8.31042299491292	8.732188045518	8.73401516460825	8.44817478887633	8.80856421665331	8.66844087311969	8.89481151224978	8.27475038715546	8.24213111062178	8.64342651858331	8.9824821289988	8.65515550834389	8.80279744473024	8.72510447212877	8.50578000504962	8.73128998197447	8.46113812836416	8.50074882875729	8.70948752135733	8.73067838375872	8.27196466081523	8.53033257400314	8.45706815538056	8.48574635807257	8.42907075275061	8.79378708747055	8.60128352391579	8.28630054014078	8.68399240131816	8.60622461626571	8.69691310518925	8.65745583377568	8.62285305499796	8.70475970790004	8.74432770785225	8.3938373936037	8.71886325178237	8.6837117883324	8.90116387525694	8.39522100676096	8.7460179875305	8.37359485600798	8.63738774468322	8.58516130775364	8.94441504781958	8.400928749772	8.75831631705558	8.71982359090738	8.1193826637278	8.86232697146367	8.57832335243898	8.6054081114593	8.27267193383956	8.80663513354208	8.51983311272743
ACN9	7.78846778101796	7.88154972500852	7.85410651646759	7.89320891859989	7.87789337115578	7.78494793471015	7.94246509839324	7.86555450386849	7.76573659921732	7.84650073226256	7.99733632218185	7.92761032472313	8.00871725689318	8.10427224604921	7.8956528245752	7.89479753696301	7.864279852322	8.11952243636448	7.88305849993434	7.79778278838252	7.88785959399764	8.06898519765578	7.89861146621257	7.67410047764893	7.90644049247387	7.84802020829521	7.93655217002863	8.01128555630391	7.92446137794487	8.17210488457713	8.16918223749591	7.83747228650054	7.75309182795009	8.18940664760591	7.76137792290557	7.76261187608049	7.8533854553757	8.34512406541884	7.63053295755817	7.95544689898653	7.97980769803988	7.92318991633976	7.76851169770288	7.90838812185427	7.91597291190165	7.74123360829965	7.97385721582369	7.97577488619449	7.86443007537824	7.97414585710726	7.95217980945868	7.91283545961191	7.87395961191255	7.88437212004909	7.78589935952087	7.74655476276579	8.08190814474236	7.84689705716446	7.62608457910931	7.85628691982402	7.87951142004639	7.92959929860045	7.99576664344447	8.22844052180729	7.91241560889955	7.86427906898254	7.93289172390921	8.07505834368529	8.02859383265012	8.40350445783284	8.23882963695023	7.97900080981934	7.80378237955676	7.91960917987807	7.87453109436713	7.89991840439116	7.98492504587111	7.77766618496937	7.92435288782018	7.94320842292435	7.77804192753234	7.89141741392731	7.90186207604363	7.88767363328213	7.97881292445083	7.92077726855734	7.80943631640324	8.03612046590769	7.61108650615309	7.79108426387872	7.77138046803222	7.96836991009121	7.79112623456437	7.63689338747563	7.83165275435116	7.93096827133157	7.88604894845594	8.05845825601378	8.00450418811727	7.84807459423631	7.98068915610192	7.82451695896526	7.91762827859357	7.91875079278598	7.84096701635527	8.07239558272622	7.77911131172667	7.71960070054493	8.01831163899757	7.88388097316645	7.83823774164901	7.75690764305365	7.77206047264156	7.93340972541008	7.87473540740304	8.03698104942189	7.9454751787748	7.82247927585978	7.8745267712857	7.78890967926715	7.8405756998902	7.77719205927878	8.20230853143791	8.06197586585626	7.95352525747368	7.93846699671557	7.84822892591534	7.81111500859751	7.9062766818326	7.91581052557894	7.86003461284443	7.71279718017662	8.01096778976472	7.75863418171351	7.8784302189378	7.79274734223737	7.96087259189348	8.04305328685336	8.11397638868539	7.92132024718283	7.75604630799884	7.81694256227374	7.72042847799029	7.90051317234905	7.77069372534267	7.76983040929388	7.6913675877427	7.75481653900978	7.89015508652219	7.71867381756222	7.84735809403048	7.84211850085022	7.76606940379936	7.7976173300355	7.63245021858824	7.84002412303271	7.80972579830638	7.86613074713464	8.01450506029808	7.91265490880925	8.09231029916859	7.895879280713	7.84816865694264	7.89226233256023	7.79706106606764	7.6768980438614	7.8748072309485	7.74014776665675	7.77235326680678	7.75721140780098	7.90593437386337	7.63659370012757	8.03589056206669	7.89491013589857	7.94165759607401	7.85548118760236	7.81167538374513	7.97032471550197	7.97765563583796	7.73484420447671	7.83431936405178	7.81591399964864	7.81850375245805	7.85509370395049	7.9448872454544	7.70127174740416	7.89632856280163	7.72665960204108	7.77502065135659	7.71610089295595	7.88015904896209	7.81948632453618	7.85180863626172	7.7866877554188	7.91474296523724	7.85504503618012	7.92425397760817	8.04973196728423	7.71471418013734	7.90986718743745	7.88495832964302	7.84992083398574	7.97300650982205	7.88860701177606	7.76247428256281	7.91722515763932	7.80093472464924	7.71096878601282	7.76133757873866	7.75376299975417	7.84670378726105	7.85756694302016	7.82625551477946	7.67909217118017	7.94080178159357	7.83172056428835	7.84243722896662	7.74738272691722	7.9380284157093	7.72166189861449	7.89979794921865	7.74036153052884	7.92130505742347	7.84553276752245	7.8341136008627
