Term	Overlap	P.value	Adjusted.P.value	Gene_count	Gene_ratio	Genes
activation of protein kinase activity (GO:0032147)	1/114	0.522780522284473	0.607379859915571	1	0.0087719298245614	PRR5
positive regulation of kinase activity (GO:0033674)	1/114	0.522780522284473	0.607379859915571	1	0.0087719298245614	MAP2K3
regulation of apoptotic process (GO:0042981)	5/742	0.524334452382222	0.608343839780478	5	0.00673854447439353	CLN3;IRF3;TIAF1;UBE2O;BCL2L1
calcium ion transport (GO:0006816)	1/115	0.525876225657175	0.60845183133888	1	0.00869565217391304	MCOLN1
positive regulation of protein metabolic process (GO:0051247)	1/115	0.525876225657175	0.60845183133888	1	0.00869565217391304	SLC25A37
regulation of nucleic acid-templated transcription (GO:1903506)	3/430	0.526815189789797	0.608657098193175	3	0.00697674418604651	CARM1;RUNX3;MLLT6
regulation of protein-containing complex assembly (GO:0043254)	1/116	0.528952002001211	0.608657098193175	1	0.00862068965517241	GNL3L
ion transport (GO:0006811)	1/116	0.528952002001211	0.608657098193175	1	0.00862068965517241	MCOLN1
sphingolipid metabolic process (GO:0006665)	1/116	0.528952002001211	0.608657098193175	1	0.00862068965517241	CTSA
regulation of cellular response to stress (GO:0080135)	1/118	0.535044281589652	0.613985241168453	1	0.00847457627118644	CLN3
regulation of protein binding (GO:0043393)	1/118	0.535044281589652	0.613985241168453	1	0.00847457627118644	GNL3L
cytoskeleton organization (GO:0007010)	1/120	0.541058369637128	0.620039605041184	1	0.00833333333333333	RHOG
fatty acid metabolic process (GO:0006631)	1/124	0.552855941759294	0.632120071402714	1	0.00806451612903226	GPX1
nervous system development (GO:0007399)	3/447	0.553105062477375	0.632120071402714	3	0.00671140939597315	MAP1S;SPOCK2;PAFAH1B3
protein targeting (GO:0006605)	1/125	0.555758005832284	0.632570087939185	1	0.008	VPS37C
cellular response to oxidative stress (GO:0034599)	1/125	0.555758005832284	0.632570087939185	1	0.008	GPX1
platelet degranulation (GO:0002576)	1/125	0.555758005832284	0.632570087939185	1	0.008	ITGA2B
phosphatidylinositol biosynthetic process (GO:0006661)	1/126	0.55864137981548	0.634133458168924	1	0.00793650793650794	PIGQ
synapse organization (GO:0050808)	1/126	0.55864137981548	0.634133458168924	1	0.00793650793650794	SPOCK2
cellular response to insulin stimulus (GO:0032869)	1/129	0.567180552298728	0.642091191281579	1	0.00775193798449612	ATP6V0C
muscle contraction (GO:0006936)	1/129	0.567180552298728	0.642091191281579	1	0.00775193798449612	SLC6A8
regulation of primary metabolic process (GO:0080090)	1/130	0.569990352907445	0.643537495218084	1	0.00769230769230769	CARM1
positive regulation of canonical Wnt signaling pathway (GO:0090263)	1/130	0.569990352907445	0.643537495218084	1	0.00769230769230769	FAM53B
cellular response to metal ion (GO:0071248)	1/131	0.572782053151738	0.645821375365718	1	0.00763358778625954	MCOLN1
regulation of cell adhesion (GO:0030155)	1/133	0.57831161455909	0.650310249303394	1	0.0075187969924812	TESC
regulation of cell motility (GO:2000145)	1/133	0.57831161455909	0.650310249303394	1	0.0075187969924812	SPOCK2
positive regulation of peptidyl-tyrosine phosphorylation (GO:0050731)	1/134	0.581049704898896	0.652515711383787	1	0.00746268656716418	CD81
innate immune response (GO:0045087)	2/302	0.582555062180162	0.653332780015135	2	0.00662251655629139	ZAP70;TRIM26
MAPK cascade (GO:0000165)	2/303	0.584360648519546	0.653628672293091	2	0.0066006600660066	RALGDS;BCL2L1
regulation of cellular macromolecule biosynthetic process (GO:2000112)	3/468	0.584375158204894	0.653628672293091	3	0.00641025641025641	CARM1;RUNX3;MLLT6
cellular calcium ion homeostasis (GO:0006874)	1/136	0.586473072356834	0.654232909402046	1	0.00735294117647059	CLN3
organic substance transport (GO:0071702)	1/136	0.586473072356834	0.654232909402046	1	0.00735294117647059	NME4
protein dephosphorylation (GO:0006470)	1/139	0.594477771597472	0.662282928570128	1	0.00719424460431655	DUSP18
neuron projection morphogenesis (GO:0048812)	1/140	0.597111687507172	0.663457430563525	1	0.00714285714285714	MAP1S
transcription initiation from RNA polymerase II promoter (GO:0006367)	1/140	0.597111687507172	0.663457430563525	1	0.00714285714285714	E2F2
regulation of small GTPase mediated signal transduction (GO:0051056)	1/141	0.599728627507678	0.664606922304023	1	0.00709219858156028	RHOG
positive regulation of cellular catabolic process (GO:0031331)	1/141	0.599728627507678	0.664606922304023	1	0.00709219858156028	FURIN
neuron development (GO:0048666)	1/143	0.604912013327121	0.669467840836339	1	0.00699300699300699	RUNX3
regulation of cytosolic calcium ion concentration (GO:0051480)	1/148	0.617580915072355	0.682589432448393	1	0.00675675675675676	CLN3
cellular response to oxygen-containing compound (GO:1901701)	2/323	0.619273704707743	0.683560988113672	2	0.00619195046439629	TESC;GPBAR1
regulation of cytokine production (GO:0001817)	1/150	0.62253485903861	0.684462410461298	1	0.00666666666666667	IRF3
cellular response to organic cyclic compound (GO:0071407)	1/150	0.62253485903861	0.684462410461298	1	0.00666666666666667	GPBAR1
response to cytokine (GO:0034097)	1/150	0.62253485903861	0.684462410461298	1	0.00666666666666667	BCL2L1
actin filament organization (GO:0007015)	1/152	0.62742511927177	0.688937385867042	1	0.00657894736842105	RHOG
cellular protein localization (GO:0034613)	2/329	0.629302741254522	0.689792910977192	2	0.0060790273556231	CTSA;ATG9A
dephosphorylation (GO:0016311)	1/153	0.629846622285127	0.689792910977192	1	0.0065359477124183	DUSP18
positive regulation of protein kinase activity (GO:0045860)	1/154	0.632252508172323	0.691526180813479	1	0.00649350649350649	MAP2K3
regulation of signal transduction by p53 class mediator (GO:1901796)	1/156	0.637017827751925	0.695832217570373	1	0.00641025641025641	PRR5
positive regulation of cytokine production (GO:0001819)	2/335	0.639127328134679	0.696442339437222	2	0.00597014925373134	SLC7A5;IRF3
cellular response to growth factor stimulus (GO:0071363)	1/158	0.641721869910011	0.696442339437222	1	0.00632911392405063	MAP2K3
cellular response to starvation (GO:0009267)	1/158	0.641721869910011	0.696442339437222	1	0.00632911392405063	ATP6V0C
organonitrogen compound biosynthetic process (GO:1901566)	1/158	0.641721869910011	0.696442339437222	1	0.00632911392405063	FURIN
T cell receptor signaling pathway (GO:0050852)	1/158	0.641721869910011	0.696442339437222	1	0.00632911392405063	ZAP70
protein autophosphorylation (GO:0046777)	1/159	0.644051156701956	0.698068350489862	1	0.00628930817610063	STK10
positive regulation of protein kinase B signaling (GO:0051897)	1/161	0.648664745694596	0.702162869050851	1	0.0062111801242236	RHOG
peptide biosynthetic process (GO:0043043)	1/162	0.650949239688798	0.703728907771674	1	0.00617283950617284	FURIN
heart development (GO:0007507)	1/164	0.655474101473318	0.70770982678353	1	0.00609756097560976	TGFBR3
regulation of neuron projection development (GO:0010975)	1/165	0.65771465745381	0.709217345649808	1	0.00606060606060606	GAK
regulation of MAPK cascade (GO:0043408)	1/166	0.659940754601713	0.710705428032614	1	0.00602409638554217	TGFBR3
cellular response to DNA damage stimulus (GO:0006974)	2/350	0.662800789187541	0.712712581422458	2	0.00571428571428571	IRF3;BCL2L1
supramolecular fiber organization (GO:0097435)	2/351	0.664334251661087	0.712712581422458	2	0.0056980056980057	RHOG;FURIN
DNA-templated transcription, initiation (GO:0006352)	1/168	0.664349941968791	0.712712581422458	1	0.00595238095238095	E2F2
cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742)	1/170	0.668702397208367	0.716466854151822	1	0.00588235294117647	BSG
neuron projection development (GO:0031175)	1/171	0.670857577058392	0.717860337234458	1	0.00584795321637427	MAP1S
neuron differentiation (GO:0030182)	1/174	0.677239999628254	0.723767938534012	1	0.00574712643678161	RUNX3
mitochondrion organization (GO:0007005)	1/175	0.679340063385481	0.725089775405088	1	0.00571428571428571	BCL2L1
glycerophospholipid biosynthetic process (GO:0046474)	1/177	0.683499600510404	0.728603635061853	1	0.00564971751412429	CLN3
regulation of translation (GO:0006417)	1/178	0.685559247106051	0.729872962698457	1	0.00561797752808989	EEF2
regulation of immune response (GO:0050776)	1/179	0.687605593509306	0.731124934870654	1	0.00558659217877095	CD81
regulated exocytosis (GO:0045055)	1/180	0.689638725063627	0.73235970803217	1	0.00555555555555556	ITGA2B
negative regulation of cytokine production (GO:0001818)	1/182	0.693665681518182	0.734970022325988	1	0.00549450549450549	IRF3
positive regulation of protein phosphorylation (GO:0001934)	2/371	0.693846699648225	0.734970022325988	2	0.00539083557951483	MAP2K3;CD81
antigen receptor-mediated signaling pathway (GO:0050851)	1/185	0.699609103917016	0.739209619233073	1	0.00540540540540541	ZAP70
endoplasmic reticulum to Golgi vesicle-mediated transport (GO:0006888)	1/185	0.699609103917016	0.739209619233073	1	0.00540540540540541	SEC16A
negative regulation of macromolecule metabolic process (GO:0010605)	1/194	0.7167614547834	0.755432399018891	1	0.00515463917525773	SLC7A5
regulation of programmed cell death (GO:0043067)	1/194	0.7167614547834	0.755432399018891	1	0.00515463917525773	IRF3
regulation of macromolecule metabolic process (GO:0060255)	1/200	0.727652776672943	0.765950291234676	1	0.005	TRIM26
regulation of cell population proliferation (GO:0042127)	4/764	0.731001968623253	0.76774955602434	4	0.00523560209424084	VIPR1;CD81;TESC;RHOG
generation of neurons (GO:0048699)	1/202	0.731190053356514	0.76774955602434	1	0.00495049504950495	RUNX3
regulation of protein kinase B signaling (GO:0051896)	1/207	0.739835056605111	0.775856988200116	1	0.00483091787439614	RHOG
phosphate-containing compound metabolic process (GO:0006796)	1/212	0.748204118354615	0.78365518630658	1	0.00471698113207547	DUSP18
positive regulation of GTPase activity (GO:0043547)	1/214	0.751476446778286	0.785124645887761	1	0.00467289719626168	RHOG
translation (GO:0006412)	1/214	0.751476446778286	0.785124645887761	1	0.00467289719626168	EEF2
cellular protein metabolic process (GO:0044267)	2/417	0.753689301312152	0.786458401369202	2	0.00479616306954436	NUCB1;FURIN
positive regulation of cell motility (GO:2000147)	1/221	0.76260078324519	0.794214140191897	1	0.00452488687782805	SPOCK2
organelle assembly (GO:0070925)	2/425	0.763012870398644	0.794214140191897	2	0.00470588235294118	ATG9A;VPS37C
cytokine-mediated signaling pathway (GO:0019221)	3/621	0.768241951079446	0.798667374884573	3	0.00483091787439614	IRF3;TRIM26;BCL2L1
positive regulation of cellular process (GO:0048522)	3/625	0.772016024450857	0.801598838737602	3	0.0048	VIPR1;CD81;RHOG
regulation of intracellular signal transduction (GO:1902531)	2/437	0.776429048503399	0.80518567992945	2	0.0045766590389016	PRR5;RHOG
regulation of ERK1 and ERK2 cascade (GO:0070372)	1/238	0.787602300066198	0.815765637553152	1	0.00420168067226891	TGFBR3
regulation of transcription, DNA-templated (GO:0006355)	12/2244	0.794348540812309	0.821739869805837	12	0.0053475935828877	MAP2K3;NFIX;IRF3;TESC;CARM1;RHOG;E2F2;IKZF1;MED16;ATXN7L3;RUNX3;MLLT6
positive regulation of DNA-binding transcription factor activity (GO:0051091)	1/246	0.798445679928436	0.824962326125321	1	0.0040650406504065	TRIM26
positive regulation of signal transduction (GO:0009967)	1/252	0.806216062288859	0.8319674352858	1	0.00396825396825397	ATP6V0C
regulation of canonical Wnt signaling pathway (GO:0060828)	1/253	0.807481908041034	0.832251291723274	1	0.00395256916996047	FAM53B
positive regulation of cell differentiation (GO:0045597)	1/258	0.813689108633335	0.837621141240198	1	0.00387596899224806	CARM1
cellular component assembly (GO:0022607)	1/261	0.817317676358165	0.840326619511455	1	0.00383141762452107	RHOG
positive regulation of gene expression (GO:0010628)	2/482	0.821027951668355	0.843109388021294	2	0.004149377593361	TESC;EEF2
negative regulation of transcription by RNA polymerase II (GO:0000122)	3/684	0.822092474398147	0.843171768613484	3	0.0043859649122807	MED25;NFIX;RUNX3
protein-containing complex assembly (GO:0065003)	1/267	0.824365757735906	0.843443649815056	1	0.00374531835205993	SEC16A
protein deubiquitination (GO:0016579)	1/267	0.824365757735906	0.843443649815056	1	0.00374531835205993	ATXN7L3
positive regulation of programmed cell death (GO:0043068)	1/286	0.844952437946681	0.863455046076901	1	0.0034965034965035	PRF1
protein ubiquitination (GO:0016567)	2/525	0.856073875132763	0.873757053598446	2	0.00380952380952381	UBE2O;TRIM26
negative regulation of transcription, DNA-templated (GO:0045892)	4/948	0.865865258944339	0.882678176593743	4	0.00421940928270042	MED25;NFIX;IKZF1;RUNX3
positive regulation of intracellular signal transduction (GO:1902533)	2/546	0.870826575529907	0.884695162465769	2	0.00366300366300366	RHOG;BCL2L1
protein polyubiquitination (GO:0000209)	1/314	0.871003451618084	0.884695162465769	1	0.00318471337579618	UBE2O
cellular macromolecule biosynthetic process (GO:0034645)	1/314	0.871003451618084	0.884695162465769	1	0.00318471337579618	EEF2
negative regulation of gene expression (GO:0010629)	1/322	0.877613819804374	0.890332860671104	1	0.0031055900621118	SLC7A5
positive regulation of multicellular organismal process (GO:0051240)	1/345	0.894804018849659	0.905584790161101	1	0.00289855072463768	UCP2
post-translational protein modification (GO:0043687)	1/345	0.894804018849659	0.905584790161101	1	0.00289855072463768	NUCB1
ubiquitin-dependent protein catabolic process (GO:0006511)	1/354	0.900858269215927	0.909949685667866	1	0.00282485875706215	VPS37C
gene expression (GO:0010467)	1/356	0.902155976112699	0.909949685667866	1	0.00280898876404494	TESC
cellular protein modification process (GO:0006464)	4/1025	0.902366771620634	0.909949685667866	4	0.00390243902439024	STK10;ZAP70;NUCB1;RUNX3
regulation of transcription by RNA polymerase II (GO:0006357)	10/2206	0.914550961316453	0.921130464635277	10	0.00453309156844968	MED25;NFIX;IRF3;CD81;E2F2;IKZF1;MED16;ATXN7L3;RUNX3;MLLT6
positive regulation of macromolecule metabolic process (GO:0010604)	1/384	0.918649094044189	0.924149986822897	1	0.00260416666666667	TESC
regulation of cell migration (GO:0030334)	1/408	0.930569144414244	0.934363297847593	1	0.00245098039215686	CLN3
protein modification by small protein conjugation (GO:0032446)	1/409	0.931026286069566	0.934363297847593	1	0.00244498777506112	TRIM26
negative regulation of nucleic acid-templated transcription (GO:1903507)	1/464	0.952063282364556	0.954335509768767	1	0.0021551724137931	IKZF1
cellular response to cytokine stimulus (GO:0071345)	1/482	0.957454088371035	0.958595273220106	1	0.0020746887966805	BCL2L1
negative regulation of cellular macromolecule biosynthetic process (GO:2000113)	1/547	0.972370819649327	0.972370819649327	1	0.00182815356489945	IKZF1
