GeneSymbol	ensembl_id	pval	adj_pval	logFC	direction
PTPRC		0.000427419372675636	0.00575319705776726	0.146643236906781	UP
NRBP2		7.43872760980558e-10	8.02222140351873e-08	0.146586141260705	UP
AOAH		9.43828845550763e-06	0.000241428553177364	0.146573898108999	UP
NCSTN		0.000420432714626631	0.00568754963324064	0.146544574147866	UP
RGS14		9.06215712637764e-08	4.80335480148634e-06	0.146465139567324	UP
IMPDH1		8.05454330077912e-05	0.00147526183377925	0.146318512144342	UP
EML3		0.000238311510578057	0.00357546835653589	0.146306544226491	UP
TMEM149		0.003035996148305	0.0281961736667072	0.146235204856337	UP
HNRNPL		1.43294426802933e-05	0.000343312564889125	0.146227968391832	UP
SLC7A7		0.000152331197504468	0.00247062257937965	0.146041216570346	UP
AKAP13		1.80681624568816e-07	8.77722032432405e-06	0.145991012462376	UP
C1ORF63		0.000265316981583805	0.00391313519719965	0.145915070499258	UP
HSH2D		0.00197208820684601	0.0200110915110182	0.145901378965547	UP
KIR2DL4		0.00278703054270402	0.0264954620810448	0.145887106743805	UP
ATP6V0D1		0.00123264849989416	0.0136370275772041	0.14581319666247	UP
G6PD		0.000334361103243007	0.00474708251950221	0.145760116282169	UP
FCGRT		0.000219844004073774	0.00334115794466348	0.145716273339046	UP
C6ORF166		2.8644797836698e-05	0.000613394800631837	0.145510837067373	UP
SEMA4B		0.000103241298992222	0.00181481335405431	0.145344797115653	UP
CTSD		0.000926982907223662	0.0108285901913593	0.145089923983358	UP
CASC3		0.00100295741851184	0.0115115942786282	0.144953151891841	UP
VAMP1		6.47454925443511e-06	0.000176680488308527	0.144857624222791	UP
MOBKL2A		0.000537337531399504	0.00692502733463768	0.144634175827528	UP
MFSD10		1.39675580059123e-05	0.000336532020909206	0.144044126827881	UP
C21ORF2		6.97604075140775e-06	0.000188457950599904	0.143877604181736	UP
IDS		6.50981509981628e-07	2.59248338118385e-05	0.143705067554802	UP
TNFRSF1A		0.00100990110038539	0.0115519489043235	0.143625229071059	UP
SLC22A4		0.000700993354939603	0.00860582959786493	0.143415190954851	UP
HS.371060		4.92546964727204e-08	2.89315004706103e-06	0.143036297968447	UP
STAT3		0.000623265208966093	0.00785593889618271	0.1428601087537	UP
KIAA1949		9.78108375137859e-06	0.000249015863098129	0.142563244847349	UP
