GeneSymbol	ensembl_id	pval	adj_pval	logFC	direction
CUEDC1		3.75895821252042e-06	5.26742579874028e-05	0.25063646464257	UP
CCDC130		3.87972683138002e-09	1.52925899270229e-07	0.249532992835965	UP
KIR2DL3		0.00271063497754839	0.01523427896607	0.24941334115756	UP
P2RX1		1.12601807000842e-05	0.000134979925370514	0.249352819038513	UP
ATP6V0A1		2.23705673780147e-07	4.62170779370617e-06	0.24873790878932	UP
SIPA1		4.69991675504095e-12	5.73368577523344e-10	0.24859074616171	UP
D2HGDH		2.5122132590898e-07	5.09701929850914e-06	0.248288723791887	UP
PACS1		1.75714195757467e-06	2.73208214060961e-05	0.248126562756847	UP
ITGAM		1.17129446237043e-05	0.000139607736516221	0.247016977391555	UP
CTSA		1.57621267341061e-06	2.48370952003644e-05	0.246935008041454	UP
ABTB1		1.44777747638842e-06	2.30831038089345e-05	0.246919066420253	UP
UNC84B		8.70650883862256e-07	1.48379383563908e-05	0.246683744415805	UP
APBB3		8.07856094144574e-14	2.65617172612584e-11	0.246454740702889	UP
TRPV2		1.25849247871609e-09	5.9215036158228e-08	0.246073946231324	UP
C11ORF2		1.93881347596539e-06	2.97339875571688e-05	0.246045647085126	UP
CSF3R		5.3874236176155e-06	7.16577839933554e-05	0.246022704563243	UP
C16ORF35		0.0104957687796162	0.0464276328248125	0.245966404889204	UP
PTOV1		5.44200950964163e-14	2.00741447806464e-11	0.245959117495842	UP
OSBPL5		5.27861652253554e-07	9.68141360980141e-06	0.245924238591236	UP
MFN2		1.39656785479785e-05	0.000162999419624263	0.245568677330214	UP
TMEM175		1.49508048019316e-11	1.44033986480393e-09	0.245515042661681	UP
TBCD		2.04191888077834e-11	1.82897591178288e-09	0.245380290256735	UP
ANKRD13D		4.44074908161123e-12	5.46698794471782e-10	0.245365099762246	UP
SLC7A5		0.000425669120715443	0.00314941415027691	0.245292089267863	UP
SKIV2L		5.43457040736502e-11	4.2380774549663e-09	0.245149838946318	UP
C14ORF159		5.12632867246951e-10	2.86151029686233e-08	0.245040227687277	UP
SPOCK2		1.1248187036073e-05	0.000134949269695324	0.245004007431428	UP
GPI		1.24031813491407e-06	2.0096284396285e-05	0.244839751395666	UP
IL8RA		0.000738475709497237	0.00509338541922614	0.244756738963366	UP
LOC728653		7.84657871376546e-10	4.03202579140078e-08	0.244646207244106	UP
SELPLG		1.71114175976245e-06	2.66979704774047e-05	0.24455102071501	UP
SPTAN1		2.29698937277608e-07	4.71661313628453e-06	0.244089301511647	UP
PADI4		0.00140217222363382	0.00880390435989556	0.244047178651185	UP
SLC45A4		1.39778383222278e-06	2.23524136705004e-05	0.243843202301129	UP
NFE2		2.06039913268958e-06	3.14021599866838e-05	0.243380749757813	UP
FOXJ2		1.1909889042676e-09	5.64327800491368e-08	0.243003416625129	UP
SIDT2		2.71318308921697e-05	0.000287992634914877	0.242854421687017	UP
PHKA2		2.23962906979395e-07	4.62347927647126e-06	0.242685199390969	UP
LOC441193		1.05725910845255e-07	2.4363045147854e-06	0.242334683540115	UP
C2ORF24		0.000776669090444238	0.00532818711131478	0.242321295751131	UP
ACADVL		3.90733947247785e-13	8.49562738044156e-11	0.242216059500622	UP
FLII		6.29310223499133e-10	3.37984719835859e-08	0.241656340990323	UP
ECGF1		5.17781750018364e-06	6.92799690434e-05	0.241543647425448	UP
TUBB2C		8.2639833883194e-09	2.88982173972087e-07	0.241477093847445	UP
GP9		0.00735690641070331	0.0348001800224115	0.241286884149652	UP
C9ORF142		1.13850688689529e-06	1.87043941888259e-05	0.241167039809811	UP
C11ORF56		3.62807144031696e-09	1.44913235707238e-07	0.241137316748716	UP
ARID3A		4.04259018031173e-06	5.60659844914529e-05	0.240163704036036	UP
MYO9B		3.04672113269277e-08	8.40764057917397e-07	0.24014436341329	UP
LAMP1		2.42184280711725e-09	1.0347908704071e-07	0.24005938998261	UP
SEC61A1		7.76151500890423e-10	4.01647228704543e-08	0.240037464324967	UP
MGAT1		7.92016162109074e-10	4.04423252776946e-08	0.239801972433716	UP
MAP1S		2.95266663092606e-08	8.18158736242524e-07	0.238851399036424	UP
TRIM28		6.03535181738185e-09	2.23115316431914e-07	0.238760287066548	UP
MED16		4.20265811645568e-07	7.93472447323261e-06	0.238344962687069	UP
GNL3L		0.000146406635714673	0.00126515041843055	0.238202650341668	UP
NFIX		0.00774488738116813	0.0363337234528752	0.237418872009572	UP
NOTCH1		5.74632248276529e-07	1.04038669247081e-05	0.237269371941915	UP
MYADM		3.11550545956396e-05	0.000325570320524434	0.237239562206225	UP
F8A1		6.41940904563016e-07	1.14315513394475e-05	0.237210123030177	UP
RAB3IL1		0.0043793481440961	0.0227104453381372	0.237101337605583	UP
FAM38A		2.06315433752422e-08	6.04616348847724e-07	0.236976171191412	UP
TAPBP		9.00559742029537e-10	4.51300951763166e-08	0.236827982432292	UP
PLA2G4B		5.21162112666682e-09	1.96635551258367e-07	0.236747135824046	UP
G6PD		3.57333841079454e-07	6.94097816235099e-06	0.236522913350271	UP
FLJ20489		0.00185313624157109	0.0110876692555198	0.236435957634679	UP
PIK3R2		2.82998784634118e-06	4.13770619984841e-05	0.236153778539922	UP
MKNK2		1.32300282693707e-06	2.1269814679219e-05	0.235914444497212	UP
TBC1D10C		2.82690707319814e-10	1.73218730910216e-08	0.235878784067696	UP
ATP6V0D1		1.73872644907608e-06	2.70813424572734e-05	0.235848361834295	UP
NME4		0.000836075713060177	0.00567651405182962	0.235638707208894	UP
CSK		8.19045651617710e-10	4.17434590042818e-08	0.235261639477061	UP
BCKDK		3.22681759578252e-08	8.85027763986699e-07	0.234533469401145	UP
C19ORF22		0.000373392662533582	0.00281674302590036	0.23380050311437	UP
EDC4		7.70676624855441e-10	3.99581009283222e-08	0.233414369555	UP
BAT2		1.01740692440329e-09	5.00185398941689e-08	0.233402038853777	UP
FGD3		2.01281211319049e-08	5.94385842099988e-07	0.233107504467702	UP
MTF1		5.17803127564086e-07	9.51635318490479e-06	0.232768997857558	UP
SH3GLB2		3.60341244993672e-05	0.000370383541985299	0.23275698356257	UP
HGS		2.37579998464181e-11	2.06625623825574e-09	0.232561894000415	UP
UBE1		4.88149835978347e-08	1.26791981963509e-06	0.232400499920038	UP
CLDND2		5.47936543769446e-05	0.000532165603622768	0.23234337694214	UP
MKL1		2.4087410304006e-10	1.50328858612571e-08	0.232331232349313	UP
MYH9		8.75526601190372e-07	1.49021923577611e-05	0.232161070808075	UP
RXRA		1.70347108962231e-07	3.63636453264507e-06	0.231863179375917	UP
LOC642788		5.08490751522083e-07	9.37716768248077e-06	0.231053883436678	UP
SLC38A1		1.048011598671e-05	0.000126762856490664	0.230928494949818	UP
C5ORF4		0.00285405502729581	0.015862346004504	0.230923947540946	UP
MMP25		0.00178929355126909	0.0107994500639727	0.230913055890822	UP
PLOD1		4.53129163159777e-06	6.15146795969322e-05	0.23089905495716	UP
TRPC4AP		1.91208629425359e-10	1.23329565979356e-08	0.230850927427895	UP
FURIN		2.77857444761646e-05	0.000293316936891885	0.230800200094263	UP
ZAP70		1.73869367649333e-08	5.27893245629917e-07	0.230752642293089	UP
LOC653635		0.00868948310684105	0.0399313369769118	0.230421109027549	UP
REC8		5.10441833582078e-07	9.40028843934863e-06	0.230384140479197	UP
ZDHHC8		1.87650306527212e-09	8.37622502364264e-08	0.230287401838112	UP
SF3B2		2.39618345488243e-09	1.02871818673703e-07	0.230148665316484	UP
GFOD1		1.05592287295303e-05	0.000127605273768206	0.230114580572961	UP
PIP5K1C		1.99494885484805e-08	5.90866967769505e-07	0.229782447027233	UP
HS.568928		5.4065577027629e-08	1.38036176348665e-06	0.229513639086125	UP
DUSP18		5.75327581716135e-09	2.13655742846401e-07	0.229326719900499	UP
